ZFIN:ZDB-GENE-010226-1	glial cell derived neurotrophic factor a		GO:0001755		UniProt	NCBITaxon:7955	ISS	UniProtKB:P39905	PANTHER:PTHR12173	protein_coding_gene		ZFIN:ZDB-PUB-110105-1	20110409	gdnfa
UniProtKB:E7F2Z0	Platelet-derived growth factor d		GO:0030335		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000180420|UniProtKB:P01127|RGD:3283|UniProtKB:P04085|RGD:621880|UniProtKB:B1H0W5|MGI:MGI:97528	PANTHER:PTHR11633	protein		PMID:21873635	20200807	pdgfd
ZFIN:ZDB-GENE-081107-17	matrix metallopeptidase 17b		GO:0001755		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-MRPHLNO-140115-2	PANTHER:PTHR10201	protein_coding_gene		PMID:24098510|ZFIN:ZDB-PUB-131112-3	20140124	mmp17b
ZFIN:ZDB-GENE-081107-17	matrix metallopeptidase 17b		GO:0001755		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-MRPHLNO-140115-1	PANTHER:PTHR10201	protein_coding_gene		PMID:24098510|ZFIN:ZDB-PUB-131112-3	20140124	mmp17b
ZFIN:ZDB-GENE-050411-37	endothelial cell surface expressed chemotaxis and apoptosis regulator		GO:0035479		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-MRPHLNO-101129-4	PANTHER:PTHR28602	protein_coding_gene		PMID:20086248|ZFIN:ZDB-PUB-100126-5	20101208	ecscr
ZFIN:ZDB-GENE-050411-37	endothelial cell surface expressed chemotaxis and apoptosis regulator		GO:0035479		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-MRPHLNO-101129-3	PANTHER:PTHR28602	protein_coding_gene		PMID:20086248|ZFIN:ZDB-PUB-100126-5	20101208	ecscr
ZFIN:ZDB-GENE-040910-1	NHS-like 1b		GO:0097475		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-GENO-130620-3	PANTHER:PTHR23039	protein_coding_gene		PMID:23299976|ZFIN:ZDB-PUB-130118-4	20130620	nhsl1b
ZFIN:ZDB-GENE-040910-1	NHS-like 1b		GO:0097475		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-MRPHLNO-140724-1	PANTHER:PTHR23039	protein_coding_gene		PMID:21693519|ZFIN:ZDB-PUB-140617-9	20140828	nhsl1b
ZFIN:ZDB-GENE-040910-1	NHS-like 1b		GO:0097475		ZFIN	NCBITaxon:7955	IGI	ZFIN:ZDB-GENE-030616-572	PANTHER:PTHR23039	protein_coding_gene		PMID:21693519|ZFIN:ZDB-PUB-140617-9	20140828	nhsl1b
ZFIN:ZDB-GENE-040910-1	NHS-like 1b		GO:0097475		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-MRPHLNO-140724-2	PANTHER:PTHR23039	protein_coding_gene		PMID:21693519|ZFIN:ZDB-PUB-140617-9	20140828	nhsl1b
ZFIN:ZDB-GENE-040910-1	NHS-like 1b		GO:0097475		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-GENO-140724-2	PANTHER:PTHR23039	protein_coding_gene		PMID:21693519|ZFIN:ZDB-PUB-140617-9	20140828	nhsl1b
ZFIN:ZDB-GENE-040910-1	NHS-like 1b		GO:0097475		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-GENO-140828-5	PANTHER:PTHR23039	protein_coding_gene		PMID:21693519|ZFIN:ZDB-PUB-140617-9	20140828	nhsl1b
ZFIN:ZDB-GENE-040123-3	coronin, actin binding protein, 1B		GO:0016477		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000091809|MGI:MGI:1345961|ZFIN:ZDB-GENE-030114-6|UniProtKB:Q9ULV4|UniProtKB:Q9BR76	PANTHER:PTHR10856	protein_coding_gene		PMID:21873635	20190308	coro1b
ZFIN:ZDB-GENE-040426-2532	phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit gamma		GO:0030593		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-MRPHLNO-110317-2	PANTHER:PTHR10048	protein_coding_gene		PMID:20159593|ZFIN:ZDB-PUB-100223-33	20120906	pik3cg
ZFIN:ZDB-GENE-040426-2532	phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit gamma		GO:0030593		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-MRPHLNO-110317-1	PANTHER:PTHR10048	protein_coding_gene		PMID:20159593|ZFIN:ZDB-PUB-100223-33	20120906	pik3cg
ZFIN:ZDB-GENE-040426-2532	phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit gamma		GO:0016477		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000005674|FB:FBgn0015279|ZFIN:ZDB-GENE-040426-2532	PANTHER:PTHR10048	protein_coding_gene		PMID:21873635	20200807	pik3cg
ZFIN:ZDB-GENE-040630-6	Rho family GTPase 1a		GO:0016477		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN001178055|ZFIN:ZDB-GENE-040322-2|MGI:MGI:1096342|FB:FBgn0014020|UniProtKB:P61586	PANTHER:PTHR24072	protein_coding_gene		PMID:21873635	20200809	rnd1a
ZFIN:ZDB-GENE-030505-1	forkhead box i1		GO:0001755		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-GENO-021125-1	PANTHER:PTHR11829	protein_coding_gene		PMID:12702667|ZFIN:ZDB-PUB-030425-24	20140630	foxi1
ZFIN:ZDB-MIRNAG-041217-16	microRNA 221		GO:0043535		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-MRPHLNO-120302-10		miRNA		PMID:22340502|ZFIN:ZDB-PUB-120223-3	20131118	mir221
ZFIN:ZDB-MIRNAG-041217-16	microRNA 221		GO:0043535		ZFIN	NCBITaxon:7955	IDA			miRNA		PMID:22340502|ZFIN:ZDB-PUB-120223-3	20131118	mir221
ZFIN:ZDB-GENE-040618-3	ras homolog family member Ua		GO:0016477		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000632904|ZFIN:ZDB-GENE-030131-8783|MGI:MGI:106211|FB:FBgn0010341	PANTHER:PTHR24072	protein_coding_gene		PMID:21873635	20200809	rhoua
ZFIN:ZDB-GENE-041014-73	delta-like 4 (Drosophila)		GO:0060855		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-MRPHLNO-070626-1|ZFIN:ZDB-MRPHLNO-100205-5	PANTHER:PTHR24044	protein_coding_gene		PMID:20466977|ZFIN:ZDB-PUB-101213-1	20120507	dll4
ZFIN:ZDB-GENE-041014-73	delta-like 4 (Drosophila)		GO:0043534		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-MRPHLNO-070509-2	PANTHER:PTHR24044	protein_coding_gene		PMID:23462469|ZFIN:ZDB-PUB-130322-28	20130719	dll4
ZFIN:ZDB-GENE-041014-73	delta-like 4 (Drosophila)		GO:0043537		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-MRPHLNO-070626-1	PANTHER:PTHR24044	protein_coding_gene		PMID:17251261|ZFIN:ZDB-PUB-070210-29	20070626	dll4
ZFIN:ZDB-GENE-110502-1	Netrin g2b		GO:0016477		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000832288|UniProtKB:P07942|FB:FBgn0261800|MGI:MGI:96743	PANTHER:PTHR10574	protein		PMID:21873635	20190301	ntng2b
ZFIN:ZDB-GENE-030721-1	chemokine (C-X-C motif) ligand 12b (stromal cell-derived factor 1)		GO:0002042		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-MRPHLNO-110429-2	PANTHER:PTHR18837	protein_coding_gene		PMID:21429985|ZFIN:ZDB-PUB-110426-11	20120806	cxcl12b
ZFIN:ZDB-GENE-030721-1	chemokine (C-X-C motif) ligand 12b (stromal cell-derived factor 1)		GO:0001764		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-MRPHLNO-051028-1	PANTHER:PTHR18837	protein_coding_gene		PMID:16129396|ZFIN:ZDB-PUB-050907-3	20051028	cxcl12b
ZFIN:ZDB-GENE-030721-1	chemokine (C-X-C motif) ligand 12b (stromal cell-derived factor 1)		GO:0008009		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR039813	PANTHER:PTHR18837	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201013	cxcl12b
ZFIN:ZDB-GENE-030721-1	chemokine (C-X-C motif) ligand 12b (stromal cell-derived factor 1)		GO:0008009		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR036048	PANTHER:PTHR18837	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201013	cxcl12b
ZFIN:ZDB-GENE-030721-1	chemokine (C-X-C motif) ligand 12b (stromal cell-derived factor 1)		GO:0002042		ZFIN	NCBITaxon:7955	IGI	ZFIN:ZDB-MRPHLNO-110429-2|ZFIN:ZDB-MRPHLNO-110429-3	PANTHER:PTHR18837	protein_coding_gene		PMID:21429985|ZFIN:ZDB-PUB-110426-11	20120806	cxcl12b
ZFIN:ZDB-GENE-030721-1	chemokine (C-X-C motif) ligand 12b (stromal cell-derived factor 1)		GO:0097535		ZFIN	NCBITaxon:7955	IGI	ZFIN:ZDB-MRPHLNO-071113-1|ZFIN:ZDB-MRPHLNO-121001-6	PANTHER:PTHR18837	protein_coding_gene		PMID:22342843|ZFIN:ZDB-PUB-120223-12	20140430	cxcl12b
ZFIN:ZDB-GENE-030721-1	chemokine (C-X-C motif) ligand 12b (stromal cell-derived factor 1)		GO:0042074		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-MRPHLNO-051028-1	PANTHER:PTHR18837	protein_coding_gene		PMID:18579679|ZFIN:ZDB-PUB-080630-12	20081117	cxcl12b
ZFIN:ZDB-GENE-030721-1	chemokine (C-X-C motif) ligand 12b (stromal cell-derived factor 1)		GO:0008009		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR033899	PANTHER:PTHR18837	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201013	cxcl12b
ZFIN:ZDB-GENE-030721-1	chemokine (C-X-C motif) ligand 12b (stromal cell-derived factor 1)		GO:0097535		ZFIN	NCBITaxon:7955	IGI	ZFIN:ZDB-MRPHLNO-071113-1|ZFIN:ZDB-MRPHLNO-121001-4	PANTHER:PTHR18837	protein_coding_gene		PMID:22342843|ZFIN:ZDB-PUB-120223-12	20140430	cxcl12b
ZFIN:ZDB-GENE-030721-1	chemokine (C-X-C motif) ligand 12b (stromal cell-derived factor 1)		GO:0097535		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-MRPHLNO-071113-1	PANTHER:PTHR18837	protein_coding_gene		PMID:22342843|ZFIN:ZDB-PUB-120223-12	20140430	cxcl12b
ZFIN:ZDB-GENE-030721-1	chemokine (C-X-C motif) ligand 12b (stromal cell-derived factor 1)		GO:0001764		ZFIN	NCBITaxon:7955	IGI	ZFIN:ZDB-GENO-101119-34|ZFIN:ZDB-MRPHLNO-051028-1	PANTHER:PTHR18837	protein_coding_gene		PMID:23382464|ZFIN:ZDB-PUB-130221-5	20141204	cxcl12b
ZFIN:ZDB-GENE-030721-1	chemokine (C-X-C motif) ligand 12b (stromal cell-derived factor 1)		GO:0008009		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001811	PANTHER:PTHR18837	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201013	cxcl12b
ZFIN:ZDB-GENE-030721-1	chemokine (C-X-C motif) ligand 12b (stromal cell-derived factor 1)		GO:0042074		ZFIN	NCBITaxon:7955	IGI	ZFIN:ZDB-MRPHLNO-051028-1|ZFIN:ZDB-MRPHLNO-051028-2	PANTHER:PTHR18837	protein_coding_gene		PMID:18579679|ZFIN:ZDB-PUB-080630-12	20081117	cxcl12b
ZFIN:ZDB-GENE-030721-1	chemokine (C-X-C motif) ligand 12b (stromal cell-derived factor 1)		GO:0030335		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000428528|ZFIN:ZDB-GENE-030318-1	PANTHER:PTHR18837	protein_coding_gene		PMID:21873635	20170228	cxcl12b
ZFIN:ZDB-GENE-991008-6	type I cytokeratin, enveloping layer		GO:0042074		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-MRPHLNO-080110-4	PANTHER:PTHR23239	protein_coding_gene		PMID:17719025|ZFIN:ZDB-PUB-070907-3	20080115	cyt1
ZFIN:ZDB-GENE-030131-6288	SH3 domain containing ring finger 1		GO:0001764		UniProt	NCBITaxon:7955	ISS	UniProtKB:Q69ZI1	PANTHER:PTHR14167	protein_coding_gene		ZFIN:ZDB-PUB-110105-1	20180515	sh3rf1
ZFIN:ZDB-GENE-120410-1	selectin P ligand		GO:0097241		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-MRPHLNO-151124-7	PANTHER:PTHR17384	protein_coding_gene		PMID:25931248|ZFIN:ZDB-PUB-150502-2	20160105	selplg
ZFIN:ZDB-GENE-120410-1	selectin P ligand		GO:0035701		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-MRPHLNO-151124-7	PANTHER:PTHR17384	protein_coding_gene		PMID:25931248|ZFIN:ZDB-PUB-150502-2	20160105	selplg
ZFIN:ZDB-GENE-120410-1	selectin P ligand		GO:0050901		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN002704635|UniProtKB:Q14242|MGI:MGI:106689	PANTHER:PTHR17384	protein_coding_gene		PMID:21873635	20200319	selplg
ZFIN:ZDB-GENE-100728-2	integrin, beta 7		GO:0016477		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000801545|UniProtKB:P05107|UniProtKB:P05556|RGD:1305581|UniProtKB:P05106|MGI:MGI:96616|MGI:MGI:96610|UniProtKB:A0A0R4IR57|MGI:MGI:96611|FB:FBgn0004657|UniProtKB:P26010|MGI:MGI:96613	PANTHER:PTHR10082	protein_coding_gene		PMID:21873635	20200807	itgb7
ZFIN:ZDB-GENE-071008-4	autoimmune regulator		GO:2000410		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN002931439|MGI:MGI:1338803	PANTHER:PTHR47025	protein_coding_gene		PMID:21873635	20180816	aire
ZFIN:ZDB-GENE-010126-2	neurotrophic tyrosine kinase, receptor, type 2b		GO:0048883		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-MRPHLNO-150604-4	PANTHER:PTHR24416	protein_coding_gene		PMID:25751404|ZFIN:ZDB-PUB-150311-9	20150619	ntrk2b
ZFIN:ZDB-GENE-040310-4	reticulon 4 receptor-like 2 a		GO:0048922		ZFIN	NCBITaxon:7955	IGI	ZFIN:ZDB-MRPHLNO-140521-2|ZFIN:ZDB-MRPHLNO-140521-4	PANTHER:PTHR24373	protein_coding_gene		PMID:24466042|ZFIN:ZDB-PUB-140321-56	20140605	rtn4rl2a
ZFIN:ZDB-GENE-030714-1	fibroblast growth factor 18a		GO:0030334		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000160075|UniProtKB:P21781|MGI:MGI:1099809|ZFIN:ZDB-GENE-980526-178|UniProtKB:O15520|UniProtKB:P09038|MGI:MGI:95516|WB:WBGene00001185|UniProtKB:O43320|UniProtKB:P08620|UniProtKB:O76093|UniProtKB:P05230|RGD:2610|ZFIN:ZDB-GENE-990415-72	PANTHER:PTHR11486	protein_coding_gene		PMID:21873635	20201023	fgf18a
ZFIN:ZDB-GENE-071004-7	fibroblast growth factor 1b		GO:0010595		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN002479522|UniProtKB:P09038|MGI:MGI:95516|UniProtKB:P05230	PANTHER:PTHR11486	protein_coding_gene		PMID:21873635	20201023	fgf1b
ZFIN:ZDB-GENE-071004-7	fibroblast growth factor 1b		GO:0030334		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000160075|UniProtKB:P21781|MGI:MGI:1099809|ZFIN:ZDB-GENE-980526-178|UniProtKB:O15520|UniProtKB:P09038|MGI:MGI:95516|WB:WBGene00001185|UniProtKB:O43320|UniProtKB:P08620|UniProtKB:O76093|UniProtKB:P05230|RGD:2610|ZFIN:ZDB-GENE-990415-72	PANTHER:PTHR11486	protein_coding_gene		PMID:21873635	20201023	fgf1b
ZFIN:ZDB-GENE-001207-1	SPT5 homolog, DSIF elongation factor subunit		GO:0001764		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-GENO-051112-1	PANTHER:PTHR11125	protein_coding_gene		PMID:16193504|ZFIN:ZDB-PUB-050930-13	20051209	supt5h
ZFIN:ZDB-GENE-090313-95	CD40 molecule, TNF receptor superfamily member 5		GO:0043536		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN005324942|UniProtKB:P25942	PANTHER:PTHR46875	protein_coding_gene		PMID:21873635	20200227	cd40
ZFIN:ZDB-GENE-050208-29	lysyl oxidase-like 2b		GO:0043542		UniProt	NCBITaxon:7955	ISS	UniProtKB:Q9Y4K0	PANTHER:PTHR45817	protein_coding_gene		ZFIN:ZDB-PUB-110105-1	20120503	loxl2b
ZFIN:ZDB-GENE-081104-77	capping protein regulator and myosin 1 linker 1		GO:0030335		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR029764	PANTHER:PTHR24112	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201013	carmil1
ZFIN:ZDB-GENE-030925-47	par-3 family cell polarity regulator alpha, b		GO:0021535		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-MRPHLNO-070717-1	PANTHER:PTHR16484	protein_coding_gene		PMID:17392791|ZFIN:ZDB-PUB-070330-43	20070718	pard3ab
ZFIN:ZDB-GENE-030925-47	par-3 family cell polarity regulator alpha, b		GO:0001755		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-MRPHLNO-070717-1	PANTHER:PTHR16484	protein_coding_gene		PMID:24173803|ZFIN:ZDB-PUB-131122-10	20150106	pard3ab
ZFIN:ZDB-GENE-030925-47	par-3 family cell polarity regulator alpha, b	not	GO:0001755		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-GENO-150326-6	PANTHER:PTHR16484	protein_coding_gene		PMID:25130183|ZFIN:ZDB-PUB-140819-6	20150326	pard3ab
ZFIN:ZDB-GENE-081104-64	anoctamin 6		GO:0002407		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR031295	PANTHER:PTHR12308	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201013	ano6
ZFIN:ZDB-GENE-081104-53	plexin B3		GO:0030334		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN001098994|MGI:MGI:2154239|MGI:MGI:2154244|MGI:MGI:107685|MGI:MGI:107684|UniProtKB:Q9ULL4|RGD:1560615	PANTHER:PTHR22625	protein_coding_gene		PMID:21873635	20170228	plxnb3
ZFIN:ZDB-GENE-081104-53	plexin B3		GO:0030336		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN004561307|RGD:1560615|UniProtKB:Q9ULL4	PANTHER:PTHR22625	protein_coding_gene		PMID:21873635	20200323	plxnb3
ZFIN:ZDB-GENE-070801-2	sirtuin 1		GO:0002042		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-MRPHLNO-080108-2	PANTHER:PTHR11085	protein_coding_gene		PMID:17938244|ZFIN:ZDB-PUB-071023-16	20080108	sirt1
ZFIN:ZDB-GENE-070801-2	sirtuin 1		GO:0002042		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-MRPHLNO-080108-1	PANTHER:PTHR11085	protein_coding_gene		PMID:17938244|ZFIN:ZDB-PUB-071023-16	20080108	sirt1
ZFIN:ZDB-MIRNAG-081208-25	microRNA 218a-1		GO:0003262		ZFIN	NCBITaxon:7955	IGI	ZFIN:ZDB-MRPHLNO-051212-1|ZFIN:ZDB-MRPHLNO-080708-7|ZFIN:ZDB-MRPHLNO-110628-2|ZFIN:ZDB-MRPHLNO-110628-4		miRNA		PMID:21385766|ZFIN:ZDB-PUB-110317-47	20120614	mir218a-1
ZFIN:ZDB-GENE-040912-16	pyridoxal-dependent decarboxylase domain containing 1		GO:0001667		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000242655|dictyBase:DDB_G0282819|MGI:MGI:1261415	PANTHER:PTHR42735	protein_coding_gene		PMID:21873635	20170620	pdxdc1
ZFIN:ZDB-GENE-060526-78	chemokine (C-X-C motif) ligand 11, duplicate 6		GO:0008009		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001089	PANTHER:PTHR10179	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201013	cxcl11.6
ZFIN:ZDB-GENE-060526-78	chemokine (C-X-C motif) ligand 11, duplicate 6		GO:0008009		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001811	PANTHER:PTHR10179	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201013	cxcl11.6
ZFIN:ZDB-GENE-060526-78	chemokine (C-X-C motif) ligand 11, duplicate 6		GO:0008009		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR033899	PANTHER:PTHR10179	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201013	cxcl11.6
ZFIN:ZDB-GENE-060526-78	chemokine (C-X-C motif) ligand 11, duplicate 6		GO:0008009		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR018048	PANTHER:PTHR10179	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201013	cxcl11.6
ZFIN:ZDB-GENE-060526-78	chemokine (C-X-C motif) ligand 11, duplicate 6		GO:0008009		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR036048	PANTHER:PTHR10179	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201013	cxcl11.6
ZFIN:ZDB-GENE-060526-78	chemokine (C-X-C motif) ligand 11, duplicate 6		GO:0008009		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000021269|UniProtKB:P80162|MGI:MGI:1888712|UniProtKB:Q07325|RGD:70069|RGD:708540|RGD:619869|UniProtKB:P02778|RGD:620209|UniProtKB:A0A0G2KYH9|MGI:MGI:1339941|MGI:MGI:3037818|UniProtKB:O14625|UniProtKB:P10145|RGD:621812|RGD:727827|ZFIN:ZDB-GENE-090313-165|MGI:MGI:1888499|UniProtKB:O43927|UniProtKB:P80221	PANTHER:PTHR10179	protein_coding_gene		PMID:21873635	20200807	cxcl11.6
ZFIN:ZDB-GENE-060526-78	chemokine (C-X-C motif) ligand 11, duplicate 6		GO:0030593		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000021269|UniProtKB:A0A0G2KYH9|UniProtKB:P79255|UniProtKB:P80162|MGI:MGI:1339941|MGI:MGI:3037818|RGD:70069|UniProtKB:P10145|RGD:619869|RGD:621812|UniProtKB:N0GW19|UniProtKB:P80221	PANTHER:PTHR10179	protein_coding_gene		PMID:21873635	20200807	cxcl11.6
ZFIN:ZDB-GENE-060526-77	chemokine (C-X-C motif) ligand 11, duplicate 5		GO:0008009		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001811	PANTHER:PTHR10179	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201013	cxcl11.5
ZFIN:ZDB-GENE-060526-77	chemokine (C-X-C motif) ligand 11, duplicate 5		GO:0008009		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR033899	PANTHER:PTHR10179	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201013	cxcl11.5
ZFIN:ZDB-GENE-060526-77	chemokine (C-X-C motif) ligand 11, duplicate 5		GO:0008009		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR036048	PANTHER:PTHR10179	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201013	cxcl11.5
ZFIN:ZDB-GENE-060526-77	chemokine (C-X-C motif) ligand 11, duplicate 5		GO:0008009		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001089	PANTHER:PTHR10179	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201013	cxcl11.5
ZFIN:ZDB-GENE-060526-77	chemokine (C-X-C motif) ligand 11, duplicate 5		GO:0030593		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000021269|UniProtKB:A0A0G2KYH9|UniProtKB:P79255|UniProtKB:P80162|MGI:MGI:1339941|MGI:MGI:3037818|RGD:70069|UniProtKB:P10145|RGD:619869|RGD:621812|UniProtKB:N0GW19|UniProtKB:P80221	PANTHER:PTHR10179	protein_coding_gene		PMID:21873635	20200807	cxcl11.5
ZFIN:ZDB-GENE-060526-77	chemokine (C-X-C motif) ligand 11, duplicate 5		GO:0008009		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000021269|UniProtKB:P80162|MGI:MGI:1888712|UniProtKB:Q07325|RGD:70069|RGD:708540|RGD:619869|UniProtKB:P02778|RGD:620209|UniProtKB:A0A0G2KYH9|MGI:MGI:1339941|MGI:MGI:3037818|UniProtKB:O14625|UniProtKB:P10145|RGD:621812|RGD:727827|ZFIN:ZDB-GENE-090313-165|MGI:MGI:1888499|UniProtKB:O43927|UniProtKB:P80221	PANTHER:PTHR10179	protein_coding_gene		PMID:21873635	20200807	cxcl11.5
ZFIN:ZDB-GENE-030131-4743	somatostatin 1, tandem duplicate 1		GO:0030334		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000059370|MGI:MGI:98326	PANTHER:PTHR10558	protein_coding_gene		PMID:21873635	20170228	sst1.1
ZFIN:ZDB-GENE-991209-6	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3Ab		GO:0030335		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000867340|MGI:MGI:107557|MGI:MGI:2387661|MGI:MGI:109244|MGI:MGI:107558|MGI:MGI:1203727|MGI:MGI:107556|UniProtKB:Q92854	PANTHER:PTHR11036	protein_coding_gene		PMID:21873635	20200807	sema3ab
ZFIN:ZDB-GENE-991209-6	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3Ab		GO:2001224		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN002592933|MGI:MGI:107558	PANTHER:PTHR11036	protein_coding_gene		PMID:21873635	20200313	sema3ab
ZFIN:ZDB-GENE-991209-6	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3Ab		GO:0001755		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000867340|ZFIN:ZDB-GENE-990715-2|ZFIN:ZDB-GENE-050513-1|MGI:MGI:1096347|MGI:MGI:107557|ZFIN:ZDB-GENE-050513-4|MGI:MGI:107558|ZFIN:ZDB-GENE-050513-3	PANTHER:PTHR11036	protein_coding_gene		PMID:21873635	20200807	sema3ab
ZFIN:ZDB-GENE-040625-179	ELL associated factor 2		GO:0042074		ZFIN	NCBITaxon:7955	IGI	ZFIN:ZDB-MRPHLNO-090820-4|ZFIN:ZDB-MRPHLNO-090820-6	PANTHER:PTHR15970	protein_coding_gene		PMID:19380582|ZFIN:ZDB-PUB-090424-17	20090901	eaf2
ZFIN:ZDB-GENE-040625-179	ELL associated factor 2		GO:0014812		ZFIN	NCBITaxon:7955	IGI	ZFIN:ZDB-MRPHLNO-090820-4|ZFIN:ZDB-MRPHLNO-090820-6	PANTHER:PTHR15970	protein_coding_gene		PMID:19380582|ZFIN:ZDB-PUB-090424-17	20090901	eaf2
ZFIN:ZDB-GENE-991209-3	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3Aa		GO:0016477		ZFIN	NCBITaxon:7955	IMP		PANTHER:PTHR11036	protein_coding_gene		PMID:12783793|ZFIN:ZDB-PUB-030707-2	20100406	sema3aa
ZFIN:ZDB-GENE-991209-3	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3Aa		GO:0035441		ZFIN	NCBITaxon:7955	IMP		PANTHER:PTHR11036	protein_coding_gene		PMID:12783793|ZFIN:ZDB-PUB-030707-2	20100412	sema3aa
