ZFIN:ZDB-GENE-030131-1033	agrin		GO:1902572		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN002588955|MGI:MGI:3648654|MGI:MGI:1919682	PANTHER:PTHR10913	protein_coding_gene		PMID:21873635	20190524	agrn
ZFIN:ZDB-GENE-051127-11	zgc:123295		GO:0004252		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001314	PANTHER:PTHR24256	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	zgc:123295
ZFIN:ZDB-GENE-051127-11	zgc:123295		GO:0008233		ZFIN	NCBITaxon:7955	IEA	UniProtKB-KW:KW-0645	PANTHER:PTHR24256	protein_coding_gene		ZFIN:ZDB-PUB-020723-1	20201211	zgc:123295
ZFIN:ZDB-GENE-051127-11	zgc:123295		GO:0004252		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR018114	PANTHER:PTHR24256	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	zgc:123295
ZFIN:ZDB-GENE-051127-11	zgc:123295		GO:0008236		ZFIN	NCBITaxon:7955	IEA	UniProtKB-KW:KW-0720	PANTHER:PTHR24256	protein_coding_gene		ZFIN:ZDB-PUB-020723-1	20201211	zgc:123295
ZFIN:ZDB-GENE-051127-11	zgc:123295		GO:0006508		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN001207268|FB:FBgn0000533|MGI:MGI:2149951|RGD:735142|UniProtKB:Q8NF86|MGI:MGI:96943|MGI:MGI:2149952	PANTHER:PTHR24256	protein_coding_gene		PMID:21873635	20200930	zgc:123295
ZFIN:ZDB-GENE-051127-11	zgc:123295		GO:0004252		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN001207268|UniProtKB:Q8NF86|MGI:MGI:1916698|FB:FBgn0000533|RGD:735142	PANTHER:PTHR24256	protein_coding_gene		PMID:21873635	20170228	zgc:123295
ZFIN:ZDB-GENE-060526-335	ubiquitin specific peptidase 30		GO:0004843		UniProt	NCBITaxon:7955	ISS	UniProtKB:Q70CQ3		protein_coding_gene		ZFIN:ZDB-PUB-110105-1	20170515	usp30
ZFIN:ZDB-GENE-060526-335	ubiquitin specific peptidase 30		GO:0016579		UniProt	NCBITaxon:7955	ISS	UniProtKB:Q3UN04		protein_coding_gene		ZFIN:ZDB-PUB-110105-1	20140701	usp30
ZFIN:ZDB-GENE-060526-335	ubiquitin specific peptidase 30		GO:0004197		UniProt	NCBITaxon:7955	ISS	UniProtKB:Q70CQ3		protein_coding_gene		ZFIN:ZDB-PUB-110105-1	20140701	usp30
ZFIN:ZDB-GENE-060526-335	ubiquitin specific peptidase 30		GO:0004843		ZFIN	NCBITaxon:7955	IDA			protein_coding_gene		PMID:28945247|ZFIN:ZDB-PUB-170926-3	20180419	usp30
ZFIN:ZDB-GENE-060526-335	ubiquitin specific peptidase 30		GO:0044313		UniProt	NCBITaxon:7955	ISS	UniProtKB:Q70CQ3		protein_coding_gene		ZFIN:ZDB-PUB-110105-1	20150223	usp30
ZFIN:ZDB-GENE-060526-335	ubiquitin specific peptidase 30		GO:0035871		UniProt	NCBITaxon:7955	ISS	UniProtKB:Q70CQ3		protein_coding_gene		ZFIN:ZDB-PUB-110105-1	20150223	usp30
ZFIN:ZDB-GENE-060526-335	ubiquitin specific peptidase 30		GO:0044313		ZFIN	NCBITaxon:7955	IDA			protein_coding_gene		PMID:28945247|ZFIN:ZDB-PUB-170926-3	20180419	usp30
ZFIN:ZDB-GENE-060526-335	ubiquitin specific peptidase 30		GO:0004843		UniProt	NCBITaxon:7955	ISS	UniProtKB:Q3UN04		protein_coding_gene		ZFIN:ZDB-PUB-110105-1	20170515	usp30
ZFIN:ZDB-GENE-050419-171	pyroglutamyl-peptidase I like		GO:0006508		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR000816	PANTHER:PTHR23402	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	pgpep1l
ZFIN:ZDB-GENE-050419-171	pyroglutamyl-peptidase I like		GO:0008233		ZFIN	NCBITaxon:7955	IEA	UniProtKB-KW:KW-0645	PANTHER:PTHR23402	protein_coding_gene		ZFIN:ZDB-PUB-020723-1	20201211	pgpep1l
ZFIN:ZDB-GENE-050419-171	pyroglutamyl-peptidase I like		GO:0016920		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR000816	PANTHER:PTHR23402	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	pgpep1l
ZFIN:ZDB-GENE-050419-171	pyroglutamyl-peptidase I like		GO:0006508		ZFIN	NCBITaxon:7955	IEA	UniProtKB-KW:KW-0645	PANTHER:PTHR23402	protein_coding_gene		ZFIN:ZDB-PUB-020723-1	20201211	pgpep1l
ZFIN:ZDB-GENE-050419-171	pyroglutamyl-peptidase I like		GO:0008234		ZFIN	NCBITaxon:7955	IEA	UniProtKB-KW:KW-0788	PANTHER:PTHR23402	protein_coding_gene		ZFIN:ZDB-PUB-020723-1	20201211	pgpep1l
ZFIN:ZDB-GENE-050419-171	pyroglutamyl-peptidase I like		GO:0006508		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000600628|RGD:1303133	PANTHER:PTHR23402	protein_coding_gene		PMID:21873635	20170228	pgpep1l
ZFIN:ZDB-GENE-030826-5	hematopoietic death receptor		GO:0043280		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-MRPHLNO-060215-5	PANTHER:PTHR46330	protein_coding_gene		PMID:16413388|ZFIN:ZDB-PUB-060124-18	20060216	hdr
UniProtKB:E7FAQ0	Metalloendopeptidase		GO:0004222		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000013301|WB:WBGene00003553|RGD:3081	PANTHER:PTHR10127	protein		PMID:21873635	20180613	E7FAQ0
UniProtKB:A0A2R8QQR0	Uncharacterized protein		GO:0016926		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000288424|TAIR:locus:2077632|UniProtKB:Q9P0U3|UniProtKB:Q9HC62|FB:FBgn0027603|UniProtKB:A0A1D8PSK4|MGI:MGI:1923076|TAIR:locus:2130864|UniProtKB:A0A1D8PIW0|SGD:S000005941|MGI:MGI:2445054|PomBase:SPBC19G7.09|WB:WBGene00006736	PANTHER:PTHR12606	protein		PMID:21873635	20170228	si:dkey-21c19.3
UniProtKB:A0A2R8QQR0	Uncharacterized protein		GO:0016929		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000288424|PomBase:SPBC19G7.09|MGI:MGI:2445054|SGD:S000005941|UniProtKB:A0A1D8PIW0|TAIR:locus:2130864|UniProtKB:Q9HC62|MGI:MGI:1923076|UniProtKB:A0A1D8PSK4|FB:FBgn0027603|TAIR:locus:2077632	PANTHER:PTHR12606	protein		PMID:21873635	20201024	si:dkey-21c19.3
ZFIN:ZDB-GENE-080226-1	gamma-glutamyltransferase 5a		GO:0036374		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR000101	PANTHER:PTHR11686	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	ggt5a
ZFIN:ZDB-GENE-080226-1	gamma-glutamyltransferase 5a		GO:0036374		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN002269349|PomBase:SPAC664.09|TAIR:locus:2118229|UniProtKB:P36269|UniProtKB:P19440|PomBase:SPAC56E4.06c|SGD:S000004290|FB:FBgn0030932	PANTHER:PTHR11686	protein_coding_gene		PMID:21873635	20200807	ggt5a
UniProtKB:A0A2R8PZC2	Uncharacterized protein		GO:0010951		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000156123|UniProtKB:P29508|FB:FBgn0002930|UniProtKB:P05121|RGD:3326|WB:WBGene00005643|UniProtKB:Q9UIV8|UniProtKB:P30740|UniProtKB:P35237|FB:FBgn0028988|UniProtKB:P50452|UniProtKB:P50453|FB:FBgn0265137|FB:FBgn0028990|RGD:3249	PANTHER:PTHR11461	protein		PMID:21873635	20200929	LOC110439158
ZFIN:ZDB-GENE-030131-4645	complement component 1, s subcomponent .2		GO:0006508		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001314	PANTHER:PTHR24255	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	c1s.2
ZFIN:ZDB-GENE-030131-4645	complement component 1, s subcomponent .2		GO:0006508		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001254	PANTHER:PTHR24255	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	c1s.2
ZFIN:ZDB-GENE-030131-4645	complement component 1, s subcomponent .2		GO:0004252		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001314	PANTHER:PTHR24255	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	c1s.2
ZFIN:ZDB-GENE-030131-4645	complement component 1, s subcomponent .2		GO:0004252		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001254	PANTHER:PTHR24255	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	c1s.2
ZFIN:ZDB-GENE-030131-4645	complement component 1, s subcomponent .2		GO:0031638		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN002799295|UniProtKB:P00736	PANTHER:PTHR24255	protein_coding_gene		PMID:21873635	20200330	c1s.2
ZFIN:ZDB-GENE-030131-4645	complement component 1, s subcomponent .2		GO:0004252		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN001207255|RGD:620213|UniProtKB:P00736|UniProtKB:P48740|UniProtKB:O00187|UniProtKB:P09871|RGD:620214|MGI:MGI:88492	PANTHER:PTHR24255	protein_coding_gene		PMID:21873635	20170228	c1s.2
ZFIN:ZDB-GENE-030131-4606	coagulation factor II (thrombin)		GO:0004252		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001314	PANTHER:PTHR24254	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	f2
ZFIN:ZDB-GENE-030131-4606	coagulation factor II (thrombin)		GO:0004252		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001254	PANTHER:PTHR24254	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	f2
ZFIN:ZDB-GENE-030131-4606	coagulation factor II (thrombin)		GO:0004252		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR018992	PANTHER:PTHR24254	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	f2
ZFIN:ZDB-GENE-030131-4606	coagulation factor II (thrombin)		GO:0008233		ZFIN	NCBITaxon:7955	IEA	UniProtKB-KW:KW-0645	PANTHER:PTHR24254	protein_coding_gene		ZFIN:ZDB-PUB-020723-1	20201211	f2
ZFIN:ZDB-GENE-030131-4606	coagulation factor II (thrombin)		GO:0004252		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR003966	PANTHER:PTHR24254	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	f2
ZFIN:ZDB-GENE-030131-4606	coagulation factor II (thrombin)		GO:0008236		ZFIN	NCBITaxon:7955	NAS		PANTHER:PTHR24254	protein_coding_gene		PMID:14757435|ZFIN:ZDB-PUB-040216-20	20040408	f2
ZFIN:ZDB-GENE-030131-4606	coagulation factor II (thrombin)		GO:0006508		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR018114	PANTHER:PTHR24254	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	f2
ZFIN:ZDB-GENE-030131-4606	coagulation factor II (thrombin)		GO:0004252		ZFIN	NCBITaxon:7955	IEA	EC:3.4.21.5	PANTHER:PTHR24254	protein_coding_gene		ZFIN:ZDB-PUB-031118-3	20201211	f2
ZFIN:ZDB-GENE-030131-4606	coagulation factor II (thrombin)		GO:0006508		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR037111	PANTHER:PTHR24254	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	f2
ZFIN:ZDB-GENE-030131-4606	coagulation factor II (thrombin)		GO:0006508		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001314	PANTHER:PTHR24254	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	f2
ZFIN:ZDB-GENE-030131-4606	coagulation factor II (thrombin)		GO:0006508		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR018992	PANTHER:PTHR24254	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	f2
ZFIN:ZDB-GENE-030131-4606	coagulation factor II (thrombin)		GO:0004252		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR012224	PANTHER:PTHR24254	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	f2
ZFIN:ZDB-GENE-030131-4606	coagulation factor II (thrombin)		GO:0006508		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR003966	PANTHER:PTHR24254	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	f2
ZFIN:ZDB-GENE-030131-4606	coagulation factor II (thrombin)		GO:0008236		ZFIN	NCBITaxon:7955	IEA	UniProtKB-KW:KW-0720	PANTHER:PTHR24254	protein_coding_gene		ZFIN:ZDB-PUB-020723-1	20201211	f2
ZFIN:ZDB-GENE-030131-4606	coagulation factor II (thrombin)		GO:0004252		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR037111	PANTHER:PTHR24254	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	f2
ZFIN:ZDB-GENE-030131-4606	coagulation factor II (thrombin)		GO:0006508		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001254	PANTHER:PTHR24254	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	f2
ZFIN:ZDB-GENE-030131-4606	coagulation factor II (thrombin)		GO:0006508		ZFIN	NCBITaxon:7955	IEA	UniProtKB-KW:KW-0645	PANTHER:PTHR24254	protein_coding_gene		ZFIN:ZDB-PUB-020723-1	20201211	f2
ZFIN:ZDB-GENE-030131-4606	coagulation factor II (thrombin)		GO:0004252		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR018114	PANTHER:PTHR24254	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	f2
ZFIN:ZDB-GENE-030131-4606	coagulation factor II (thrombin)		GO:0004252		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN002799255|UniProtKB:P00735|MGI:MGI:88380|UniProtKB:P00734	PANTHER:PTHR24254	protein_coding_gene		PMID:21873635	20200809	f2
ZFIN:ZDB-GENE-061027-211	zgc:153968		GO:0006508		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001314	PANTHER:PTHR24256	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	zgc:153968
ZFIN:ZDB-GENE-061027-211	zgc:153968		GO:0006508		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001254	PANTHER:PTHR24256	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	zgc:153968
ZFIN:ZDB-GENE-061027-211	zgc:153968		GO:0004252		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001254	PANTHER:PTHR24256	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	zgc:153968
ZFIN:ZDB-GENE-061027-211	zgc:153968		GO:0004252		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001314	PANTHER:PTHR24256	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	zgc:153968
ZFIN:ZDB-GENE-061027-211	zgc:153968		GO:0004252		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN001207268|UniProtKB:Q8NF86|MGI:MGI:1916698|FB:FBgn0000533|RGD:735142	PANTHER:PTHR24256	protein_coding_gene		PMID:21873635	20170228	zgc:153968
ZFIN:ZDB-GENE-061027-211	zgc:153968		GO:0006508		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN001207268|FB:FBgn0000533|MGI:MGI:2149951|RGD:735142|UniProtKB:Q8NF86|MGI:MGI:96943|MGI:MGI:2149952	PANTHER:PTHR24256	protein_coding_gene		PMID:21873635	20200930	zgc:153968
UniProtKB:A5WWB0	Ubiquitin carboxyl-terminal hydrolase 46		GO:0016579		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN002541993|WB:WBGene00011216|UniProtKB:Q14694|SGD:S000000953|UniProtKB:Q70CQ3|MGI:MGI:2140991|UniProtKB:Q86T82|TAIR:locus:2083440|UniProtKB:Q9UHP3|UniProtKB:Q9P2H5|UniProtKB:Q96K76|MGI:MGI:3051498|PomBase:SPBC713.02c|UniProtKB:A2BGT0|UniProtKB:P62068|TAIR:locus:2081501|UniProtKB:O94782|MGI:MGI:2182061|UniProtKB:Q9P275|TAIR:locus:2121959|UniProtKB:Q93008|UniProtKB:Q6QN14|UniProtKB:Q92995|UniProtKB:Q9FPS9|SGD:S000005650|RGD:1306915|MGI:MGI:107698|UniProtKB:Q8NB14|UniProtKB:Q6R6M4|WB:WBGene00010406|TAIR:locus:2144118|MGI:MGI:1270128|MGI:MGI:107699|UniProtKB:Q9BXU7|UniProtKB:Q9H9J4|FB:FBgn0016756|FB:FBgn0039214|SGD:S000004920|UniProtKB:Q93009|UniProtKB:Q70CQ2|UniProtKB:Q0WX57|FB:FBgn0005632|FB:FBgn0260936|UniProtKB:Q96RU2|PomBase:SPCC188.08c|MGI:MGI:107697|SGD:S000001418|SGD:S000002280|MGI:MGI:1919594|FB:FBgn0030366|PomBase:SPAC13A11.04c|UniProtKB:O75317|MGI:MGI:1916977|MGI:MGI:894681|FB:FBgn0035402|MGI:MGI:1924050|UniProtKB:P45974|SGD:S000005130|PomBase:SPBC1703.12	PANTHER:PTHR24006	protein		PMID:21873635	20200809	usp46
UniProtKB:A5WWB0	Ubiquitin carboxyl-terminal hydrolase 46		GO:0004197		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN002541993|UniProtKB:Q86T82|UniProtKB:Q70CQ3|MGI:MGI:2182061|UniProtKB:Q14694|UniProtKB:Q93009|UniProtKB:Q70CQ2|UniProtKB:Q92995|UniProtKB:O75317	PANTHER:PTHR24006	protein		PMID:21873635	20180502	usp46
UniProtKB:A5WWB0	Ubiquitin carboxyl-terminal hydrolase 46		GO:0004843		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN002541993|TAIR:locus:2081501|UniProtKB:O94782|UniProtKB:P62068|MGI:MGI:2182061|UniProtKB:Q6QN14|TAIR:locus:2121959|UniProtKB:Q9P275|UniProtKB:Q93008|MGI:MGI:107698|UniProtKB:Q8NB14|UniProtKB:Q92995|SGD:S000005650|UniProtKB:Q9FPS9|RGD:1306915|WB:WBGene00011216|UniProtKB:Q14694|UniProtKB:Q86T82|MGI:MGI:2140991|SGD:S000000163|TAIR:locus:2083440|SGD:S000000953|UniProtKB:Q70CQ3|UniProtKB:Q9P2H5|UniProtKB:Q96K76|UniProtKB:Q9UHP3|UniProtKB:A2BGT0|MGI:MGI:3051372|MGI:MGI:3051498|PomBase:SPBC713.02c|UniProtKB:Q8LAM0|UniProtKB:Q96RU2|FB:FBgn0260936|SGD:S000004920|TAIR:locus:2140074|UniProtKB:Q70CQ2|FB:FBgn0005632|UniProtKB:Q0WX57|UniProtKB:Q93009|SGD:S000001418|MGI:MGI:107697|SGD:S000002280|PomBase:SPCC188.08c|FB:FBgn0030366|UniProtKB:O75317|PomBase:SPAC13A11.04c|TAIR:locus:2010622|SGD:S000005130|MGI:MGI:1924050|UniProtKB:P45974|PomBase:SPBC1703.12|PomBase:SPBP8B7.21|WB:WBGene00010406|UniProtKB:Q9FPS0|SGD:S000001806|TAIR:locus:2144118|MGI:MGI:107699|UniProtKB:Q6R6M4|UniProtKB:Q96V54|UniProtKB:Q9H9J4|SGD:S000000262|FB:FBgn0016756	PANTHER:PTHR24006	protein		PMID:21873635	20210129	usp46
ZFIN:ZDB-GENE-130404-1	caseinolytic mitochondrial matrix peptidase chaperone subunit Xb		GO:0006508		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000137292|UniProtKB:O76031|UniProtKB:A0A0B4LID7	PANTHER:PTHR48102	protein_coding_gene		PMID:21873635	20170228	clpxb
ZFIN:ZDB-GENE-060503-459	si:dkey-78l4.13		GO:0006508		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR018114	PANTHER:PTHR24271	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	si:dkey-78l4.13
ZFIN:ZDB-GENE-060503-459	si:dkey-78l4.13		GO:0004252		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001254	PANTHER:PTHR24271	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	si:dkey-78l4.13
ZFIN:ZDB-GENE-060503-459	si:dkey-78l4.13		GO:0004252		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR018114	PANTHER:PTHR24271	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	si:dkey-78l4.13
ZFIN:ZDB-GENE-060503-459	si:dkey-78l4.13		GO:0006508		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001254	PANTHER:PTHR24271	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	si:dkey-78l4.13
ZFIN:ZDB-GENE-060503-459	si:dkey-78l4.13		GO:0004252		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001314	PANTHER:PTHR24271	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	si:dkey-78l4.13
ZFIN:ZDB-GENE-060503-459	si:dkey-78l4.13		GO:0006508		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001314	PANTHER:PTHR24271	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	si:dkey-78l4.13
ZFIN:ZDB-GENE-051010-1	Indian hedgehog signaling molecule a		GO:0016540		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001767	PANTHER:PTHR11889	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	ihha
ZFIN:ZDB-GENE-051010-1	Indian hedgehog signaling molecule a		GO:0008233		UniProt	NCBITaxon:7955	IEA	UniRule:UR000042763	PANTHER:PTHR11889	protein_coding_gene		ZFIN:ZDB-PUB-170525-1	20201128	ihha
ZFIN:ZDB-GENE-051010-1	Indian hedgehog signaling molecule a		GO:0008233		ZFIN	NCBITaxon:7955	IEA	UniProtKB-KW:KW-0645	PANTHER:PTHR11889	protein_coding_gene		ZFIN:ZDB-PUB-020723-1	20201211	ihha
ZFIN:ZDB-GENE-051010-1	Indian hedgehog signaling molecule a		GO:0006508		ZFIN	NCBITaxon:7955	IEA	UniProtKB-KW:KW-0645	PANTHER:PTHR11889	protein_coding_gene		ZFIN:ZDB-PUB-020723-1	20201211	ihha
ZFIN:ZDB-GENE-051010-1	Indian hedgehog signaling molecule a		GO:0016539		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR006141	PANTHER:PTHR11889	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	ihha
ZFIN:ZDB-GENE-040715-5	serpin peptidase inhibitor, clade B (ovalbumin), member 1, like 1		GO:0010951		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000156123|UniProtKB:P29508|FB:FBgn0002930|UniProtKB:P05121|RGD:3326|WB:WBGene00005643|UniProtKB:Q9UIV8|UniProtKB:P30740|UniProtKB:P35237|FB:FBgn0028988|UniProtKB:P50452|UniProtKB:P50453|FB:FBgn0265137|FB:FBgn0028990|RGD:3249	PANTHER:PTHR11461	protein_coding_gene		PMID:21873635	20200929	serpinb1l1
ZFIN:ZDB-GENE-060526-254	VPS37B subunit of ESCRT-I a		GO:0043162		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000342502|UniProtKB:Q8NEZ2	PANTHER:PTHR13678	protein_coding_gene		PMID:21873635	20181005	vps37ba
ZFIN:ZDB-GENE-060526-203	ADAM metallopeptidase with thrombospondin type 1 motif, 15a		GO:0004222		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001590	PANTHER:PTHR13723	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	adamts15a
ZFIN:ZDB-GENE-060526-203	ADAM metallopeptidase with thrombospondin type 1 motif, 15a		GO:0006508		ZFIN	NCBITaxon:7955	IEA	UniProtKB-KW:KW-0645	PANTHER:PTHR13723	protein_coding_gene		ZFIN:ZDB-PUB-020723-1	20201211	adamts15a
ZFIN:ZDB-GENE-060526-203	ADAM metallopeptidase with thrombospondin type 1 motif, 15a		GO:0008237		ZFIN	NCBITaxon:7955	IEA	UniProtKB-KW:KW-0482	PANTHER:PTHR13723	protein_coding_gene		ZFIN:ZDB-PUB-020723-1	20201211	adamts15a
ZFIN:ZDB-GENE-060526-203	ADAM metallopeptidase with thrombospondin type 1 motif, 15a		GO:0006508		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001590	PANTHER:PTHR13723	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	adamts15a
ZFIN:ZDB-GENE-060526-203	ADAM metallopeptidase with thrombospondin type 1 motif, 15a		GO:0008237		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR024079	PANTHER:PTHR13723	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	adamts15a
ZFIN:ZDB-GENE-060526-203	ADAM metallopeptidase with thrombospondin type 1 motif, 15a		GO:0008233		ZFIN	NCBITaxon:7955	IEA	UniProtKB-KW:KW-0645	PANTHER:PTHR13723	protein_coding_gene		ZFIN:ZDB-PUB-020723-1	20201211	adamts15a
ZFIN:ZDB-GENE-060526-203	ADAM metallopeptidase with thrombospondin type 1 motif, 15a		GO:0008237		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR013277	PANTHER:PTHR13723	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	adamts15a
ZFIN:ZDB-GENE-060526-203	ADAM metallopeptidase with thrombospondin type 1 motif, 15a		GO:0004222		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000347317|UniProtKB:P58397|UniProtKB:Q9UKP4|FB:FBgn0034903|UniProtKB:Q9UHI8|MGI:MGI:1339949|MGI:MGI:109249|MGI:MGI:2660628	PANTHER:PTHR13723	protein_coding_gene		PMID:21873635	20200504	adamts15a
ZFIN:ZDB-GENE-060526-202	ADAM metallopeptidase with thrombospondin type 1 motif, 8a		GO:0004222		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001590	PANTHER:PTHR13723	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	adamts8a
ZFIN:ZDB-GENE-060526-202	ADAM metallopeptidase with thrombospondin type 1 motif, 8a		GO:0008237		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR024079	PANTHER:PTHR13723	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	adamts8a
ZFIN:ZDB-GENE-060526-202	ADAM metallopeptidase with thrombospondin type 1 motif, 8a		GO:0006508		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001590	PANTHER:PTHR13723	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	adamts8a
ZFIN:ZDB-GENE-060526-202	ADAM metallopeptidase with thrombospondin type 1 motif, 8a		GO:0008233		ZFIN	NCBITaxon:7955	IEA	UniProtKB-KW:KW-0645	PANTHER:PTHR13723	protein_coding_gene		ZFIN:ZDB-PUB-020723-1	20201211	adamts8a
ZFIN:ZDB-GENE-060526-202	ADAM metallopeptidase with thrombospondin type 1 motif, 8a		GO:0008237		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR013277	PANTHER:PTHR13723	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	adamts8a
ZFIN:ZDB-GENE-060526-202	ADAM metallopeptidase with thrombospondin type 1 motif, 8a		GO:0006508		ZFIN	NCBITaxon:7955	IEA	UniProtKB-KW:KW-0645	PANTHER:PTHR13723	protein_coding_gene		ZFIN:ZDB-PUB-020723-1	20201211	adamts8a
